#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP028992.1	CP028992	68.953	52.4705	64	-	-	-	73	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP028993.1	CP028993	49.476	55.2995	51	-	-	-	64	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP028995.1	CP028995	152.176	51.4641	168	-	-	-	193	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP028996.1	CP028996	176.325	51.9059	203	-	-	-	216	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP028997.1	CP028997	109.938	49.2641	117	-	1	-	120	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP028998.1	CP028998	10.077	55.0362	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP028999.1	CP028999	46.504	49.7312	56	-	-	-	63	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP029000.1	CP029000	125.913	52.298	146	-	-	-	164	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP029098.1	CP029098	11.611	45.1641	13	-	-	-	15	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP029100.1	CP029100	29.625	47.7097	39	-	-	-	43	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP029101.1	CP029101	208.035	52.9247	211	-	-	-	245	34
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP029102.1	CP029102	135.655	54.1528	141	-	-	-	163	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP029135.1	CP029135	70.613	51.6151	80	-	-	-	102	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP029136.1	CP029136	190.416	52.4594	187	-	-	-	217	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP029138.1	CP029138	81.137	53.6426	99	-	-	-	104	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP029139.1	CP029139	2.058	56.5112	2	-	-	-	2	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp616_1	NZ_CP026496.1	CP026496	58.11	51.7295	72	-	-	-	88	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp616_2	NZ_CP026497.1	CP026497	55.141	51.2323	68	-	-	-	70	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP028916	148.366	50.9652	126	-	-	-	165	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_095132	NZ_CP028389.2	CP028389	166.034	52.2297	210	-	-	-	231	21
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pVir_095132	NZ_CP028390.1	CP028390	208.166	49.7074	188	-	-	-	234	46
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1-L201	-	CP029217	288.994	56.3787	285	3	9	-	311	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3-L201	-	CP029218	102.497	50.0863	125	-	-	-	136	11
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-L201	-	CP029219	128.737	53.5293	167	-	-	-	202	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2-L491	NZ_CP029227.1	CP029227	130.876	50.9276	126	-	-	-	148	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3-L491	NZ_CP029228.1	CP029228	40.85	48.6389	34	-	-	-	51	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4-L491	NZ_CP029229.1	CP029229	11.97	55.5806	15	-	-	-	16	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-L491	NZ_CP029230.1	CP029230	249.533	52.034	312	-	-	-	360	48
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1-L388	NZ_CP029221.1	CP029221	217.87	49.9431	197	-	-	-	250	53
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3-L388	NZ_CP029222.1	CP029222	142.762	59.9683	137	-	-	-	138	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4-L388	NZ_CP029223.1	CP029223	87.095	53.948	94	-	-	-	104	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p5-L388	NZ_CP029224.1	CP029224	11.97	55.589	15	-	-	-	16	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-L388	NZ_CP029225.1	CP029225	145.851	53.7507	177	-	-	-	218	41
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_095649	NZ_CP026582.2	CP026582	10.06	55.0596	13	-	-	-	14	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_095649	NZ_CP026583.2	CP026583	5.596	51.1437	6	-	-	-	10	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_095649	NZ_CP026584.1	CP026584	156.099	52.9997	191	-	-	-	231	40
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33140-112	NZ_CP029583.1	CP029583	112.141	51.2801	128	-	-	-	138	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33140-2	NZ_CP029584.1	CP029584	2.044	45.2544	2	-	-	-	2	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33140-9	NZ_CP029585.1	CP029585	8.809	42.6496	12	-	-	-	16	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33140-96	NZ_CP029586.1	CP029586	96.19	51.6946	93	-	-	-	119	26
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33141-217	NZ_CP029588.1	CP029588	216.772	52.6678	225	-	-	-	268	43
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33141-5	NZ_CP029589.1	CP029589	5.251	49.2478	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33144-220	NZ_CP029591.1	CP029591	219.996	52.8214	229	-	-	-	272	43
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33144-5	NZ_CP029592.1	CP029592	5.251	49.2478	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p203	NZ_CP021166.1	CP021166	177.145	51.3506	191	-	-	-	230	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70742_1	NZ_CP023250.1	CP023250	65.276	53.9402	69	-	-	-	83	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70742_2	NZ_CP023251.1	CP023251	63.075	51.1914	75	-	-	-	84	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70742_3	NZ_CP023252.1	CP023252	4.426	42.4085	5	-	-	-	8	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70742_4	NZ_CP023253.1	CP023253	1.907	56.8956	1	-	-	-	2	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70747_1	NZ_CP023442.1	CP023442	186.41	53.5508	182	-	-	-	231	49
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70747_2	NZ_CP023443.1	CP023443	117.859	54.0756	133	-	-	-	152	19
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn70747_3	NZ_CP023444.1	CP023444	32.873	35.2356	38	-	-	-	38	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP023723.1	CP023723	297.984	46.4431	296	-	-	-	332	36
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP023724.1	CP023724	159.072	51.6383	185	-	-	-	201	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP023725.1	CP023725	103.454	54.1168	116	-	-	-	148	32
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP029739.1	CP029739	175.746	50.268	132	-	-	-	187	55
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP029740.1	CP029740	103.25	53.9128	128	-	-	-	140	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP029723.1	CP029723	183.663	52.8936	187	-	-	-	225	38
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP029724.1	CP029724	178.561	51.3791	175	-	-	-	210	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020002	NZ_CP028539.2	CP028539	10.06	55.0596	13	-	-	-	14	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_020002	NZ_CP028540.2	CP028540	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_020002	NZ_CP028541.2	CP028541	177.516	53.6729	215	-	-	-	264	49
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIMP4_LL34	NZ_CP025964.2	CP025964	260.97	46.6705	273	-	-	-	289	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM1_LL34	NZ_CP025965.2	CP025965	59.73	52.4343	64	-	-	-	78	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pQnrB_LL34	NZ_CP025966.2	CP025966	130.691	52.9547	169	-	-	-	187	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020034	NZ_CP029779.1	CP029779	9.08	48.6013	8	-	-	-	11	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022612.1	CP022612	334.957	47.533	354	-	-	-	401	47
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022613.1	CP022613	102.915	50.9848	95	-	-	-	119	24
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP030342.1	CP030342	113.639	53.9287	129	-	-	-	143	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP030343.1	CP030343	207.546	52.9039	211	-	-	-	246	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP030344.1	CP030344	8.667	43.0253	13	-	-	-	13	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101	-	CP031369	292.735	51.6132	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101_3	-	CP031370	19.234	51.4142	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101_4	-	CP031371	21.813	50.0711	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101_5	-	CP031372	210.779	44.7013	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101_6	-	CP031373	43.72	46.0087	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvOXA-48	-	CP031374	65.36	51.5055	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKpvST101_7	-	CP031375	8.469	41.5279	-	-	-	-	-	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pF1_1	NZ_CP026131.1	CP026131	164.51	53.4594	198	-	-	-	246	48
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP027695	177.464	51.9164	185	-	-	-	216	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP027696	207.465	52.9786	181	-	-	-	245	64
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	-	CP027698	9.291	55.1501	12	-	-	-	13	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	-	CP027699	71.749	51.0934	75	-	-	-	90	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	-	CP027700	46.606	46.17	55	-	-	-	65	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKJNM10C3.1	-	CP030876	190.163	51.5957	146	-	-	-	185	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKJNM10C3.2	-	CP030878	276.504	46.3042	283	-	-	-	309	26
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1502320-1	-	CP031578	60.477	49.4915	68	-	-	-	73	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1502320-2	-	CP031579	44.231	48.5926	46	-	-	-	47	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1502320-3	-	CP031580	86.8	46.5933	77	-	-	-	92	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncFIA-1502320	-	CP031581	71.335	50.3736	68	-	-	-	95	27
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncHI1B-1502320	-	CP031582	206.229	48.6323	178	-	-	-	224	46
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncFII-1502320	-	CP031583	198.719	52.6663	186	-	-	-	231	45
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncAC2-1502320	-	CP031584	164.082	52.4494	189	-	-	-	211	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p10K_L111	NZ_CP030130.1	CP030130	10.06	55.0596	13	-	-	-	14	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p5.6K_L111	NZ_CP030131.1	CP030131	5.596	51.1437	6	-	-	-	9	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncAC2_L111	NZ_CP030132.1	CP030132	194.181	52.4753	228	-	-	-	246	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncFII_L111	NZ_CP030133.1	CP030133	39.248	54.3544	45	-	-	-	59	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_L111	NZ_CP030134.1	CP030134	60.307	55.4082	74	-	-	-	94	20
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA48_L111	NZ_CP030135.1	CP030135	65.5	51.4275	77	-	-	-	85	8
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031790.1	CP031790	213.061	50.2908	181	-	-	-	233	52
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031791.1	CP031791	109.702	49.2625	118	-	1	-	121	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031801.1	CP031801	161.308	50.1711	163	-	-	-	189	26
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031802.1	CP031802	128.238	52.6474	150	-	-	-	157	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP031803.1	CP031803	111.123	49.1455	119	-	1	-	123	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP031804.1	CP031804	70.656	50.9115	90	-	-	-	103	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP031805.1	CP031805	65.454	51.4102	78	-	-	-	85	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP031806.1	CP031806	53.943	52.7891	57	-	-	-	58	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed7	NZ_CP031807.1	CP031807	9.294	55.1539	13	-	-	-	13	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP031809.1	CP031809	233.468	51.0524	187	-	-	-	247	60
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031815.1	CP031815	139.276	49.9433	105	-	-	-	136	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031816.1	CP031816	4.11	46.3504	5	-	-	-	7	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031811.1	CP031811	169.46	52.5888	164	-	-	-	195	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031812.1	CP031812	3.354	42.904	8	-	-	-	8	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP031813.1	CP031813	2.667	45.7443	5	-	-	-	5	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031793.1	CP031793	141.675	49.4929	143	-	-	-	173	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031794.1	CP031794	53.774	53.1074	52	-	-	-	59	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP031799.1	CP031799	133.343	50.0454	112	-	-	-	153	41
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP031796.1	CP031796	169.772	49.0417	145	-	-	-	197	52
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP031797.1	CP031797	4.269	43.5933	4	-	2	-	8	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pZYST1C1	NZ_CP031614.1	CP031614	196.414	51.5671	195	-	-	-	228	33
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pZYST1C2	NZ_CP031615.1	CP031615	107.458	49.5784	125	-	-	-	145	20
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pZYST1C3	NZ_CP031616.1	CP031616	36.589	41.1572	45	-	-	-	55	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020003	NZ_CP031717.1	CP031717	18.218	54.9566	22	-	-	-	26	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_020003	NZ_CP031718.1	CP031718	10.06	55.0596	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3_020003	NZ_CP031719.1	CP031719	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_020003	NZ_CP031720.1	CP031720	154.957	53.0767	188	-	-	-	229	41
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp1050-1	NZ_CP023417.1	CP023417	311.641	50.2286	260	-	-	-	337	77
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp1050-2	NZ_CP023418.1	CP023418	138.885	55.3868	160	-	-	-	177	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp1050-3	NZ_CP023419.1	CP023419	70.869	51.8929	91	-	-	-	99	8
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp1050-4	NZ_CP023420.1	CP023420	64.94	50.6791	74	-	-	-	89	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP023421.1	CP023421	53.096	53.5991	54	-	-	-	59	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_095845	NZ_CP031882.1	CP031882	5.733	44.7759	7	-	-	-	7	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMCR8_095845	NZ_CP031883.1	CP031883	110.966	52.1169	140	-	-	-	162	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM1_095845	NZ_CP031884.1	CP031884	105.259	51.0493	106	-	-	-	119	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-KP16932	NZ_CM010665.1	CM010665	158.277	53.5378	198	-	-	-	237	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pvir-KP16932	NZ_CM010666.1	CM010666	177.779	50.4593	163	-	-	-	205	42
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncAC2-1502267	-	CM010663	164.928	52.452	199	-	-	-	213	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncFIB-1502267	-	CM010664	201.243	52.5911	229	-	-	-	266	37
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp_SE1_2017_2	NZ_CM010661.1	CM010661	187.517	51.6231	187	-	-	-	242	55
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp_SE1_NDM	NZ_CM010662.1	CM010662	75.627	52.5368	85	-	-	-	96	11
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-KP14003	-	CM010660	60.951	49.2363	71	-	-	-	80	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032168.1	CP032168	158.987	52.564	198	-	-	-	209	11
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032169.1	CP032169	171.589	52.1187	178	-	-	-	206	28
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP032170.1	CP032170	65.672	52.3008	79	-	-	-	81	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP032171.1	CP032171	25.51	51.8855	23	-	-	-	30	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP032172.1	CP032172	25.871	40.2381	31	-	-	-	31	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032176.1	CP032176	90.682	53.4748	99	-	-	-	131	32
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032177.1	CP032177	9.294	55.1861	13	-	-	-	13	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032173.1	CP032173	153.522	51.788	123	-	-	-	162	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032174.1	CP032174	63.589	51.2211	76	-	-	-	83	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032186.1	CP032186	202.373	52.7501	208	-	-	-	247	39
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032187.1	CP032187	110.928	48.9362	114	-	1	-	120	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP032188.1	CP032188	93.87	53.5464	95	-	-	-	112	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP032189.1	CP032189	127.285	52.8892	146	-	-	-	165	19
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP032190.1	CP032190	36.889	45.13	48	-	-	-	53	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP032191.1	CP032191	78.188	52.109	65	-	-	-	76	11
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032195.1	CP032195	143.515	51.2539	158	-	-	-	181	23
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032196.1	CP032196	109.398	49.351	118	-	-	-	122	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP032197.1	CP032197	73.502	53.887	77	-	-	-	93	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP032198.1	CP032198	58.029	54.4435	69	-	-	-	75	6
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP032199.1	CP032199	9.294	55.1646	13	-	-	-	13	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032206.1	CP032206	42.202	34.8799	50	-	-	-	50	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032208.1	CP032208	310.872	47.3011	305	-	-	-	349	44
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP032209.1	CP032209	161.618	52.0777	161	-	-	-	186	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP032210.1	CP032210	40.448	42.5707	46	-	-	-	49	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP032211.1	CP032211	5.861	47.0739	8	-	-	-	9	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP032212.1	CP032212	83.015	51.6365	83	-	-	-	108	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032223.1	CP032223	201.149	44.829	210	-	-	-	222	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032224.1	CP032224	73.056	51.0554	71	-	-	-	80	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP032225.1	CP032225	108.879	49.3125	119	-	1	-	124	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP032226.1	CP032226	85.41	52.7608	101	-	-	-	117	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP032227.1	CP032227	49.701	53.013	47	-	-	-	65	18
